chroma_stft,spec_contrast,tonnetz,spectral_bandwidth,zero_crossing_rate,spectral_rolloff,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,id
0.56797296,15.899395892226702,0.0006222492223222078,2423.4899509549095,0.44488034303160917,7778.683997844828,-326.9379,-36.701393,-43.66983,15.837486,-13.48214,32.31418,-22.09153,12.017537,-9.512086,14.932316,-4.358521,28.442324,-10.994634,14.138535,-3.2087507,10.244116,-6.8520646,12.7525425,-13.925756,10.547703,-5.4484177,15.755026,-1.4347711,3.7700863,-4.341173,7.166845,-5.5291805,6.768726,-6.9580736,6.4429603,-4.3010154,8.435487,-2.0815878,2.9357784,-3.7082782,2.9658751,-1.6080219,3.969061,-2.6670337,3.9029667,id19052025001042
0.57115656,16.037645385035134,0.004620939501108383,2427.1990077761006,0.4456398703835227,7813.616388494318,-327.2361,-37.395298,-43.8214,15.577592,-13.521418,31.733948,-22.203468,12.350081,-8.988581,14.298282,-5.1631484,27.715876,-11.013053,14.555314,-3.7486982,10.354481,-6.563804,12.4721985,-15.028665,10.269455,-5.4323645,15.962048,-1.0832013,4.16454,-4.2132254,6.954536,-4.91651,7.552489,-6.1673245,6.774841,-4.3791876,8.140891,-2.1323483,3.0665102,-3.4330194,3.1753082,-1.2437888,4.333734,-2.5566056,4.191965,id19052025001043
0.56543434,15.937555689579755,0.00409016829439269,2437.5648173025893,0.4510719992897727,7839.798805930398,-325.4919,-36.35718,-42.472717,14.825183,-13.844361,32.28756,-21.476515,12.825919,-9.667693,13.708233,-5.739716,27.483942,-11.443091,14.008584,-5.825372,9.795166,-5.637304,13.010598,-14.813462,9.08524,-5.8817716,16.456541,-1.3545895,4.0443044,-3.912404,7.0974703,-6.106508,6.7787614,-5.619834,7.370788,-4.03086,7.7250977,-2.239958,3.1905732,-3.1518075,2.8016996,-2.938366,3.4228446,-3.1088402,4.8024154,id19052025001044
0.56443197,16.132160735128505,0.00010586876152889442,2432.723569502988,0.4459153500349162,7786.358131110335,-324.70395,-35.4876,-43.254524,15.619149,-13.69043,31.016874,-22.762535,10.830722,-9.807118,14.293369,-4.959882,28.111063,-11.886716,13.075917,-4.3024797,9.460619,-6.722323,12.855687,-14.357388,9.928952,-4.4330797,16.603455,-1.401715,5.586225,-3.2019622,7.4582477,-5.1189976,6.852414,-6.310679,5.9649577,-4.4870515,8.053416,-2.3180323,2.2750528,-3.7107296,2.873562,-1.940384,4.1818023,-2.7650585,3.573725,id19052025001045
0.5666115,16.03757032111549,0.0046405652856948585,2430.364071043033,0.4456262002444134,7805.365092527933,-327.44125,-36.916157,-43.55592,15.750513,-12.604639,32.963882,-22.004026,11.71176,-9.571426,13.743074,-5.0410824,28.68338,-11.185337,14.413631,-3.1578858,10.272182,-6.2777452,12.748874,-15.773447,8.7029,-5.1625295,17.003628,-0.5790433,4.201491,-4.6727295,7.4755054,-4.737013,7.922303,-6.1376286,5.990655,-4.594755,8.276718,-2.455735,2.9169073,-3.2621334,3.5205617,-2.1640599,3.2186737,-3.6884234,3.6225064,id19052025001046
0.5684934,16.006125358389557,0.00114836769470356,2434.5160348528475,0.44662458537011174,7807.771037011174,-327.5672,-37.088383,-44.00569,15.075519,-13.148272,33.020367,-21.9075,12.2857485,-8.893381,14.016392,-4.770276,28.735527,-10.932187,14.498573,-4.404731,10.045119,-6.6067486,12.8560295,-14.284671,9.71361,-5.042189,16.123518,-1.1356218,4.0455623,-4.7411685,7.4733477,-5.92886,6.733224,-6.6570067,7.4199667,-3.6950874,8.594356,-3.017886,3.1818125,-3.2033207,3.1985357,-1.6257887,3.8747265,-3.0466354,4.325897,id19052025001047
0.5844111,15.964305984863556,0.003845403683428918,2438.9257612889264,0.44466688368055557,7797.890625,-326.61963,-36.542744,-44.269463,14.476763,-13.597035,32.151657,-20.989706,13.082902,-9.1009655,13.801562,-5.897175,27.852816,-10.568726,14.500652,-4.329447,10.002619,-6.123644,12.609998,-14.5777855,8.934591,-6.0344143,16.261854,-0.39437723,4.970556,-4.4861064,7.5978003,-5.229778,7.089243,-6.5881143,6.473773,-3.7945936,8.842087,-2.410617,2.5390859,-4.1716275,2.2593303,-2.0529983,3.587089,-3.129575,4.239154,id19052025001048
0.5684833,16.040858982433004,0.003784516698095491,2435.144554011554,0.4453667534722222,7790.234375,-324.79477,-36.29631,-44.260235,15.123462,-13.414319,31.833258,-21.030596,12.5395155,-8.731577,14.597198,-5.3424625,28.056396,-10.897581,13.987979,-4.1064477,9.758374,-6.2723036,12.288665,-14.645231,9.021893,-5.674292,17.234388,-0.13911463,4.5780363,-3.63125,7.427425,-5.731808,6.529842,-7.0955677,6.758946,-4.1457057,7.9212384,-2.9086056,2.5565403,-3.687064,3.3598828,-0.7744662,4.2397985,-2.8205047,4.4067435,id19052025001049
0.57245743,15.914958463861453,0.004258864986692321,2442.8426545720486,0.4438121944832402,7789.0046700419,-326.53174,-35.775997,-44.11441,15.175773,-13.36369,31.345411,-21.940313,12.530363,-8.855029,13.773399,-6.0311055,27.71856,-10.670185,14.739707,-3.940046,10.041587,-7.3117185,11.959586,-13.918834,9.612723,-5.8168125,16.17397,-1.8688508,3.3290088,-5.7492228,7.249318,-4.8044195,7.8302116,-6.301244,7.139141,-4.435139,8.432705,-2.3560576,3.4318268,-3.603434,3.4310262,-1.5284994,3.9019036,-2.4948206,4.5697856,id19052025001050
0.57650864,16.031493684962182,0.0031844755194420037,2442.012413526291,0.4442545572916667,7799.5654296875,-327.43875,-36.69006,-44.89113,14.942483,-12.770394,31.868658,-22.066408,12.031276,-9.328052,14.815732,-5.431401,27.659906,-10.7874565,14.420359,-4.0567822,10.167709,-6.933292,13.029811,-13.328299,9.578285,-5.3054376,16.524637,-1.2074559,4.7161865,-4.625569,7.22768,-5.2058454,7.7516994,-6.079453,7.0344715,-4.439542,8.096722,-2.8893616,2.9785557,-3.2700331,2.941741,-1.8137685,3.833864,-3.210751,4.4277687,id19052025001051
0.5693175,15.95441176828722,0.0005171180489646541,2435.3153185921983,0.44629997381284914,7791.891803421788,-326.71884,-36.362453,-43.795815,15.08121,-12.818812,31.725029,-22.642128,12.202021,-8.465104,13.976921,-5.1822333,27.739395,-11.403668,13.3278055,-3.7789981,10.422285,-6.2706103,12.726392,-13.762518,8.867602,-5.2759247,16.58739,-0.8010907,4.3467526,-4.520833,6.5087743,-5.062311,6.5420656,-7.0253434,6.0592074,-4.1132197,8.551106,-2.2800906,2.1540155,-3.555538,3.1028965,-1.1881006,4.2570305,-2.270294,4.0970397,id19052025001052
0.57367766,15.974701795236491,0.0012939324522744007,2443.4674580563965,0.447240936622191,7801.552076018258,-328.54538,-36.32981,-44.491913,14.426183,-13.62892,31.76473,-21.814478,12.088486,-9.184486,14.832097,-4.790595,28.662176,-11.034343,13.749415,-3.8566856,11.189265,-5.4958467,13.9392395,-13.07579,9.563984,-5.9238296,16.012163,-1.1139396,4.637614,-5.062099,7.4472237,-5.5737057,6.5006437,-7.087844,7.187729,-3.9480076,8.546051,-2.6852496,2.1765208,-4.035707,2.8356748,-2.1935537,3.6418772,-3.2377477,4.2873125,id19052025001053
0.56147987,15.970813345480382,0.0007233602202823563,2435.0901869517656,0.44724925803072624,7801.756175803072,-327.3044,-36.514942,-44.315624,14.682431,-13.405733,32.555897,-21.984615,12.189003,-8.928556,14.294344,-6.027329,26.917658,-11.2705555,14.340646,-4.1269035,10.2699375,-6.777933,12.656485,-13.064666,10.537958,-4.5268173,16.82175,-0.76897186,4.9209766,-4.2594137,7.657778,-5.234135,7.1234984,-6.332818,6.311425,-4.4498,7.9277153,-3.336018,3.507297,-2.996726,2.6812437,-1.9781358,3.3963282,-2.9565868,4.3922243,id19052025001054
0.5709149,16.02502045166293,0.0023921249082021357,2426.625190168228,0.44876844618055556,7802.9150390625,-326.47412,-37.3543,-44.04962,15.358334,-14.36636,31.3799,-22.657608,12.397674,-8.618766,14.496652,-5.374382,28.762245,-10.824136,14.525676,-4.004028,10.173848,-6.6980476,12.949192,-14.558054,10.258694,-4.854674,16.343296,-1.072588,4.641541,-4.8305883,6.8161173,-5.610151,6.923148,-6.5653877,6.846178,-4.8718114,8.569349,-2.402635,3.3734598,-4.098551,2.455067,-1.9620956,3.8623483,-3.4238186,3.987474,id19052025001055
0.57188016,15.72242996925559,0.003869974727599126,2440.688550922442,0.4454881621570122,7796.857731516769,-320.26276,-34.141567,-43.916824,13.2397375,-16.00311,29.207811,-23.693642,10.842361,-10.933302,13.529124,-6.063081,26.37828,-11.71413,14.222248,-4.6066957,9.095467,-7.1577983,12.787598,-15.027877,8.9691105,-5.5988464,14.684999,-2.937739,2.9598968,-5.002578,6.355219,-4.7305284,7.440967,-6.566431,7.6637783,-3.5551414,8.660707,-2.5973597,2.945846,-3.5948546,3.6959326,-2.7304156,3.5472426,-3.4898958,4.51262,id20052025002000
0.5764741,15.930795177266027,-0.0018721117960620974,2434.635252842013,0.44993471295646065,7823.085279143258,-321.2397,-36.317955,-42.906258,15.006495,-14.849198,29.545723,-23.73758,10.886696,-10.560215,13.841056,-5.615566,27.611076,-10.6970005,15.159559,-3.6944532,10.811706,-5.854233,13.913809,-13.174549,9.697082,-5.257869,16.136946,-1.716823,4.5210347,-4.614871,6.688037,-4.1563373,7.1760664,-6.7225156,6.4325595,-4.692005,8.163209,-3.4111416,1.7057179,-4.6019526,2.3306437,-2.493447,3.7725387,-2.6276083,4.609583,id20052025002001
0.5753473,15.962234434734041,-0.0029058947405956105,2438.7119472934096,0.44549771012931033,7796.999595905172,-323.73984,-35.33062,-42.76643,17.64318,-11.531196,32.207546,-21.643175,12.546191,-9.115984,15.006118,-4.6084867,27.581644,-11.633041,13.4565525,-4.6081963,10.495729,-6.6811676,12.796827,-13.875153,9.820443,-4.4685054,15.77678,-1.9616878,3.4660733,-5.2432456,6.421722,-3.5347493,6.8501062,-6.739265,7.0146275,-3.9803033,8.266889,-2.8755982,2.5603297,-3.4874647,3.1030588,-1.2640388,4.1597667,-2.9262202,4.2914605,id20052025002002
0.5623263,15.991770523210242,-0.0017185179165042936,2421.4554454737977,0.4460435267857143,7777.79296875,-327.81793,-37.211296,-44.57736,16.242743,-13.578326,31.489819,-22.120209,12.341814,-9.461124,13.572072,-5.270175,28.078987,-11.800528,13.739727,-3.6578014,11.158522,-6.4673815,12.13469,-14.437045,10.576208,-4.846794,16.070206,-2.560703,2.842746,-5.4413238,6.5379024,-4.5625157,6.8112345,-7.322867,6.8283887,-4.5668793,8.305318,-2.0666993,1.8144749,-4.896059,2.762597,-1.9274571,3.5535555,-3.6277916,4.4181614,id20052025002003
0.54917365,15.938876739450432,0.004911236058934421,2422.0954536420536,0.444476248204023,7776.456425107759,-327.20914,-37.143074,-44.469635,15.889478,-12.688757,32.631535,-21.861835,12.170425,-9.937354,13.498975,-4.6315703,28.602755,-11.119148,13.855974,-4.237272,9.580793,-7.032545,12.907286,-14.078891,8.723216,-5.385414,16.191595,-1.2851737,2.9725506,-5.2190504,5.1227894,-4.4893336,7.084124,-7.7028584,6.2475586,-4.5609403,7.7260137,-2.5760336,3.105099,-3.0519705,3.5995314,-1.4322226,3.9228754,-2.14155,4.286182,id20052025002004
0.56812984,15.90358723523079,0.004509720327404765,2433.2089126652227,0.44341698121488765,7790.664501404494,-326.373,-34.72348,-42.51964,17.087053,-12.714261,31.809563,-22.791452,11.242043,-11.071512,12.670155,-6.0713344,27.537405,-11.517878,14.292997,-4.6332583,10.346175,-6.422083,11.835016,-14.846301,9.172785,-5.798322,15.498736,-1.43507,3.556985,-4.677941,6.6401033,-4.4796367,6.89556,-7.699261,6.639936,-4.8033233,8.660763,-2.0383945,2.8973184,-4.3698287,3.4018984,-2.246117,3.5699296,-3.223906,4.5507536,id20052025002005
0.5638547,15.854526969380935,0.00022505063652337036,2426.961704579135,0.4474000395014045,7795.9873156601125,-327.05566,-36.214756,-44.171112,14.681462,-13.513019,31.85108,-22.706076,12.243963,-9.812766,12.891592,-6.0486674,26.610258,-12.471493,13.776126,-4.641624,10.169567,-6.459836,11.559252,-14.650935,8.896203,-5.8874702,15.683991,-1.4768367,3.8026724,-3.873417,6.537828,-5.382781,6.2964544,-8.042062,6.6311235,-3.9171753,8.326786,-1.5919553,3.315813,-3.765064,3.8175504,-2.4645429,3.5502024,-2.6994767,5.2352195,id20052025002006
0.5618374,15.928362821880171,0.0008047282453141931,2418.1061400700682,0.44455416375698326,7786.839320006983,-326.88663,-37.52478,-44.215893,15.734648,-13.269823,32.542255,-21.900604,11.294315,-10.569105,12.77228,-5.6092553,27.569323,-12.080643,13.751449,-5.497037,8.8671,-6.590286,12.292338,-14.838938,8.640718,-5.64382,15.832002,-1.2172812,3.165603,-3.7951994,6.1868024,-4.7166224,7.045136,-6.965514,7.249421,-3.0892081,8.71322,-1.6296871,3.0623343,-4.0804043,3.619372,-1.800236,3.5122893,-2.9617965,4.870163,id20052025002010
0.5667172,15.882470855767899,-0.0013983107585943705,2431.999149829018,0.4476589626736111,7810.33203125,-326.63126,-35.899117,-43.219967,15.234874,-12.805713,32.482296,-21.869547,12.264396,-10.626091,12.642299,-5.370557,28.603537,-10.552156,13.731798,-4.5360928,10.549497,-6.3183866,12.158791,-16.291014,7.848014,-6.024008,15.199471,-2.089026,3.039248,-4.7281184,6.3038454,-5.3157067,6.434713,-7.334172,6.598432,-4.0679445,7.051305,-3.1747928,2.9200368,-3.773267,2.5475614,-3.2406864,2.989385,-3.0776808,4.8057904,id20052025002011
0.56725234,15.992342396352607,0.004946002389282015,2426.6236420784962,0.4451443142361111,7791.669921875,-325.21793,-37.029217,-43.914295,15.540547,-13.112058,32.513264,-21.2157,12.330329,-9.085013,13.3471365,-5.649807,27.486795,-11.949447,14.153445,-3.6540103,10.285238,-5.9074755,12.428505,-15.253822,8.949563,-5.249605,16.652538,-1.0744531,3.6528666,-3.8141072,6.5716133,-5.601782,5.7560887,-7.645534,6.4869833,-4.3823495,8.094988,-2.2623694,2.5680182,-4.436143,2.5635443,-2.2542593,3.445189,-2.5043154,4.403714,id20052025002014
